book_title,author,reader_review,rating
"Keleana, tome 4 : La reine des ombres (2/2)",Sarah J. Maas,"Une série qui m'aura captivée a tel point que j'ai lu en anglais les tomes encore non traduits en français. J'avoue que je n'ai pas profité pleinement des tomes 5, 6 et 7 n'ayant pas une très bonne maîtrise de la langue anglaise.",5.0
Jardin de mots. une histoire de lire et faire lire,Marie Cadieux,Jolie histoire vraie,3.5
Les trois épouses de Blake Nelson,Cate Quinn,J'ai passé un très bon moment de lecture avec ce livre. Je me suis laisser embarquer dans l'histoire et les pages se tournaient très vite.,3.5
Après,Stephen King,"Comme tous les ans j'attends avec impatience l'arrivée du nouveau roman de Stephen King. Je me suis procurée de ce fait "" Après "" le jour de sa sortie et je me suis aussitôt plongée dans ce dernier.",5.0
"Le Cycle de Fondation, tome 7 : L'aube de Fondation",Isaac Asimov,"On poursuit la découverte de ""Fondation"" avec le deuxième récit, faisant directement suite au ""Prélude"". On retrouve donc Hari Sheldon en pleine recherche et création de la psychohistoire. Ici, pas d'histoire filée mais une suite de 4 histoires séparées de 10 ans afin de voir des bout d'empire et des bouts de vie.",5.0
Le robot qui rêvait,Isaac Asimov,La ferme des ani…robots,3.5
Glacé,Bernard Minier,"Cette journée cocooning m'a permis de terminer ""Glacé "" de Bernard Minier.",4.0
Vide sanitaire,François Durif,"Diplômé des Beaux-Arts, François Durif décide après une expérience mitigée dans le milieu artistique, de passer à autre chose. Il se voit alors poser une drôle de question de la part de la personne qui s’occupe de son bilan de compétences : « Vous voulez travailler avant ou après la mort ? ». Suite à cela, notre homme se retrouve finalement embauché dans une société de pompes funèbres au nom bien poétique : L’autre rive. Durant trois ans, entre 2005 et 2008, il va découvrir ce drôle métier sous toutes ses coutures.",3.5
L'ange de Marchmont Hall,Lucinda Riley,"Mon premier livre de cette auteure, et j'ai beaucoup apprécié, encore plus grâce à cette lecture commune vraiment chouette !",4.0
Blizzard,Marie Vingtras,"Une bonne surprise avec ce premier roman découvert par hasard, grâce à ma soeur. Lecture de saison évidemment, roman noir qui a frôlé son entrée dans la catégorie Nature Writing mais qui fut une lecture plaisante malgré tout. Les portraits des deux principaux personnages sont suffisamment nuancés pour que l'on ait envie de les suivre, le récit est court et les informations distillées sur chaque protagoniste, au fil des chapitres, ont attisé ma curiosité. Un seul regret, la nature sert malheureusement davantage de décor alors qu'elle aurait pu être une composante essentielle du roman. Il y aurait eu pourtant matière à explorer entre la vie des membres de cette petite communauté et la nature brute et puissante, mais le thème n'est qu'effleuré. Fort heureusement, l'auteure se rattrape avec ce blizzard, personnage à part entière qui va influer d'une manière ou d'une autre sur le destin des ces hommes. Ces trajectoires qui se croisent à l'occasion d'un événement tragique servant de fil conducteur est une belle idée et je ne regrette pas d'avoir passé quelques heures sur ce bout de terre où les humains sont bien plus sauvages que les éléments naturels. Un bon moment de lecture donc, et je pense que je surveillerai le prochain roman de Marie Vingtras.",3.0
Aux fruits de la passion,Daniel Pennac,"Benjamin Malaussène est de retour ! Et donc les problèmes aussi ! Mais cette fois ci, c’est surtout Thérèse qui est au cœur d’un imbroglio. Suite à son mariage, les événements prennent une tournure inattendue, enfin rien qui sorte vraiment de l’habituel pour la tribu Malaussène !",4.0
Une fois dans ma vie,Gilles Legardinier,"Eugénie, la soixantaine approchante, a un coup de blues, un vrai. Grimpée sur le toit du théâtre à l’ancienne où elle est ouvreuse, profitant comme à son accoutumée de l’air pur de la ville, elle s’apprête à faire le grand saut. Pourtant elle se ravise, pensant qu’elle pourrait retarder ce moment et en profiter pour, une fois dans sa vie, faire le bonheur autour d’elle au lieu de l’attendre. Les débuts vont être balbutiants mais elle va vite trouver ses marques et faire de ce théâtre boulevardier, menacé de fermeture, un lieu d’exception. S’en suivent des événements aussi inattendus et cocasses les uns que les autres, Eugénie s’ingéniant à retourner comme un gant le destin funeste de ses deux amies Céleste et Juliette tout en se voyant portée au pinacle par une troupe en pleine effervescence. On y apprend beaucoup de choses sur ce qui se passe en coulisses, les jalousies et chausse-trappes du monde des acteurs, ces êtres dont la sensibilité à fleur de peau semble indispensable à la pratique de leur art. Avec en prime l’humour espiègle dont est coutumier l’auteur…",5.0
"Autopsie, tome 1 : Whitechapel",Kerri Maniscalco,"Sur la quatrième de couverture, il est mentionné « N° 1 des ventes du New York Times ». Ce thriller m'a déçu me laissant une impression d'inachèvement. Comme on le dit parfois : « La montagne accouche d'une souris ». Les personnages sont simplistes jusqu'à la caricature. Les descriptions d'époque se résument aux informations fournies au début des chapitres. le récit est peu détaillé, écrasé par les dialogues, les réflexions et les états d'âme d'Audrey Rose. Prendre des libertés avec des faits avérés ne me pose pas de problème ; et je dois avouer que j'apprécie les romans ancrés dans le réel. « Autopsie Whitechapel » de Kerri Maniscalco revient sur l'énigme de Jack l'éventreur, tueur en série qui a sévit dans un quartier de Londres en 1888. Dans ce roman, le tueur en série est surnommé par la presse ""Tablier-de-cuir"". Audrey Rose, fille du très honorable lord Edmund Wadworth est âgée de 17 ans. Moderne et indépendante, elle est l'apprentie de son oncle Jonathan, médecin. Autour d'elle gravitent, son père qui est en froid avec son frère depuis le décès de sa femme 5 ans plus tôt, son frère aîné Nathaniel ; Thomas, un étudiant de son oncle et le lieutenant Blackburn.",1.5
Noël à la librairie des coeurs brisés,Annie Darling,"Super décompte de noël, avec deux personnages attachants et il y a un vrai sujet derrière cette romance de noël, on ne peut pas trop en dire au risque de gâcher l'intrigue. L'autrice dresse de jolie portrait très détaillé de tout ces personnages. Lecture très addictive.",4.0
Un meurtre sera commis le...,Agatha Christie,"Un meurtre sera commis le … est un roman policier mettant en scène Miss Marple publié pour la première fois en 1950. Si on retrouve les ingrédients des aventures d’Agatha Christie d’avant-guerre : petit village du cœur de l’Angleterre, perspicacité et observation de la nature humaine de l’héroïne, … Il faut bien dire que la situation économique et sociale a bien changé suite à la deuxième guerre mondiale : beaucoup de jeunes hommes sont morts ou ont quitté la campagne, de nombreuses personnes s’installent dans des petits villages ou personne ne les connaît, les femmes de la bonne société, veuves de guerre ou non sont obligés de travailler ; les rentiers voient leurs revenus fondre et doivent s’adonner à l’élevage de poules ou de cochons et se livrer au marché noir pour se procurer ce que les coupons de ravitaillement ne permet pas d’acquérir.",4.0
Le voleur d'âmes,Jean Dardi,"J’ai passé un excellent moment avec cette enquête prenante. L’auteur nous emmène loin dans la folie humaine, dans ce qu’elle a de plus vil.",5.0
Une femme en contre-jour,Gaëlle Josse,"Livre choisi par mon club de lecture pour le mois de décembre 2021. Critères de sélection : moins de 250 pages, disponible en édition de poche, donnant matière à débat.",2.0
J'ai rêvé d'un éléphant,Sarah Khoury,J'ai rêvé d'un éléphant est la très jolie histoire d'une petite fille qui imagine qu'elle aide un éléphant à réaliser son rêve à priori impossible.,4.0
"Champignac, tome 1 : Enigma", Béka,Une très grosse réussite cette bande dessinée.,5.0
Stairway to heaven,Delinda Dane,Une lecture agréable et touchante.,3.5
"L'héritage du diable, tome 3 ",Jérôme Félix,L’inconnue du pentacle.,4.0
"Les héritiers de Brisaine, tome 2 : La cour du Clair-Obscur",David Bry,Jolie saga Fantasy pour jeunes lecteurs,4.0
Le voleur d'âmes,Jean Dardi,"Voilà une lecture qui m’a profondément bouleversée par son sujet : les enlèvements de fillettes par un cinglé. Autant dire que je me suis retrouvée devant ma plus grande peur. Dix ans de disparitions, toujours le même mode opératoire, une fillette qui disparaît sans une trace ou presque, à quelques mètres seulement de chez elle.",4.5
Le parti pris des choses / Douze petits écrits / Proêmes,Francis Ponge,"F. Ponge développe sa forme poétique à partir de rien, d'objets du quotidien, autour de lui ou dans la nature. Il creuse l'évidence d'un simple galet, d'une huître (objet?), d'un cageot, d'une orange, voyage sur une croûte de pain.",5.0
Le policier qui rit,Maj Sjöwall,"Fusillade à Oslo ! Un bus est retrouvé immobilisé sur un trottoir avec à son bord 9 victimes, le chauffeur et 8 passagers dont un seul est encore vivant. Martin Beck et son équipe sont chargés de mener l’enquête sur ces meurtres inhabituels dans ce royaume de la social-démocratie, réputé pour son bien-être et sa sécurité (il faudra attendre dix ans de plus pour qu’un premier ministre suédois se fasse assassiner en pleine rue alors qu’il se promenait sans garde du corps, seul, tranquillement). Si la présence de nombreuses victimes dans ce bus est évidente (un trajet entre le travail et l’habitation), celle de Äke Stenström, un adjoint de Beck, et celles de deux autres personnes interrogent. Les policiers essaient de comprendre leur présence dans le bus. Il faut dire qu’ils n’ont que cela à se mettre sous la dent : pas de témoins, pas d’indice, le noir complet. Et le policier décédé semblait très occupé des derniers temps alors que la police d’Oslo connaissait une période de calme.",4.0
Les contes détraqués,Adeline Leroy,Merci à Poulpe éditions par le biais de Netgalley pour ce service presse.,3.0
"Anthologie Édika, tome 4 : 1997-2002", Édika,Le lecteur assidu de Fluide Glacial que j'ai été de la fin des années 80 à la fin 90 a été tout particulièrement heureux de se voir offrir ce très bel album dans le cadre de Masse Critique.,5.0
Sex Education : Le guide ultime sans tabous sur le sexe,Jordan Paramor,"""Ce livre est exactement ce dont j'aurais eu besoin à seize ans, quand je cherchais des informations pertinentes, honnêtes et sans jugement sur les sexes et les relations"". Cette phrase de Laurie Nunn, la créatrice de la série résume parfaitement ce que je ressens en fermant ce guide.",4.0
La voleuse des toits,Laure Dargelos,"Ce livre est un vrai coup de cœur, je ne pouvais plus lâcher ma liseuse quand je reprenais ma lecture (j'ai même dû cacher ma liseuse pour pouvoir réviser mes exams correctement 😅)",5.0
Chattitudes,Sayo Koizumi,Moi qui ai une petite chatte de 18 mois à la maison j’en ai appris beaucoup dans ce joli livre très bien illustré.,3.5
"Covenant, tome 1 : Démon suivi de Sang-mêlé", Jennifer L. Armentrout,"Très heureuse d'avoir découverte l'autrice Jennifer L. Armentrout ! J'ai démarré cette lecture sans aucune attente particulière, et j'ai adoré ! Première fois depuis twilight que je lis un roman paranormal, ce n'est clairement pas mon style usuel. Mais j'ai bien accroché, c'était facile de comprendre l'univers, sans trop d'éléments qui auraient pu me perdre. J'ai trouvé que le personnage féminin principal, bien que très jeune (17 ans), était très bien construit, très posé, très mature. Loin des clichés de la jeune ado / femme qui fait des crises, est tempetueuse, il n'y a qu'à un moment où je me dis ""punaise déconne pas réfléchis"" mais le reste était vraiment top ! J'ai trop hâte de découvrir la suite de la saga, et d'autres romans de l'autrice !",5.0
Voilà les anges, Cali,"C'est par ce troisième roman que je découvre la plume de Cali , celui que j'apprécie en tant que chanteur depuis ses débuts.",4.0
